Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,58,,62,92,28,14,,,,220,,,,,,,,,,,,
Africa Eastern and Southern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,,,,,556990,,,,,,,,,,,,,,,,,,,861302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,,,,,,,,,,,,,290468,310894,,,,,,,,,,,,,,,477948,,,,,,,,,,214136,246024,215471,170490,,,,,,,,,,
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3469,6463,9222,,11586,12820,,,,12549,17511,16575,14461,10140,6487,,,,,,,4748,
Andorra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),2482054,2553534,2355999,2309895,2280492,2193018,2020931,1960229,1915253,2000839,1873696,1943227,1920940,1928228,1830800,1900259,1904129,1875871,1914375,2022672,1716619,1717924,2037734,2116352,2012169,2204502,2083260,2119833,2275160,2209774,2037888,1511560,1242778,1161907,1035840,1145076,1237817,1081896,988726,876552,763447,826716,669533,838382,979760,1014755,1040387,978419,944072,,,
Tonga,1024,829,396,,901,240,,,,,,,,903,,305,222,,,,681,,,655,,,,,393,199,,,,,,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),14253758,14309474,13819434,12820542,13050560,12873187,12887585,12388237,13329574,13581940,13509781,13329432,13443875,12986834,13058775,13227204,12847844,13577221,12807560,12190832,12322529,12664039,12868403,12642923,12390527,12552870,12747205,12999965,13635467,13510550,12740658,13214815,13151936,12481280,10182427,8673035,8186728,6656837,7670601,8924385,8449894,9452175,8201132,7071372,8082457,8679306,8058007,8147556,7233310,7050627,7665335,
Sub-Saharan Africa (IDA & IBRD countries),,,,,,14477372,14605601,14418587,14256014,13855200,13571706,13337991,13349559,13609436,14242064,15036531,16049572,16991728,17869596,18047696,18858468,19029816,19658620,20022370,20362204,20126304,20995040,20192894,20390604,20647812,19747944,19014438,18362954,17428412,16867432,15947231,15325931,13675396,13592744,13764988,14448762,13906358,14369087,14291937,14712602,15260978,15393462,15768452,15627118,16457861,16925288,
Trinidad and Tobago,,7178,7977,8617,8419,7421,4868,3460,5330,9157,11595,8158,6662,7655,7777,7747,9528,7536,7096,8426,11837,10793,11385,12508,,,11052,11013,,2151,637,947,4730,2839,792,2538,,,1075,49,556,,,,,,,,,,,
Tunisia,,40015,,,,50248,,,48546,46061,37269,33260,24884,12593,1469,1133,,,,497,9214,5987,6751,5130,8040,10762,19382,30827,,34819,28814,19868,,,,13162,15286,18734,15899,12828,,,,,,,,,,,,
Turkiye,,,,,160269,,,,,,,,,,,,,,,,,,,,146293,168005,,140401,,31430,,,,,,,4881,3514,38209,128810,104663,138850,187346,159688,127425,129839,148729,130376,128269,126143,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,22,65,,,127,148,
Tanzania,,,,,,,,,,,,561113,686324,745126,,921959,980458,1034581,1098500,1129515,1174898,1227525,1263446,1332071,1414160,1456730,1491427,1519693,1575571,1600837,1517077,1386448,896799,610746,467598,305286,100175,,31765,,341937,,613318,766009,895054,,895289,911042,1053124,962961,1003880,
Uganda,,,,,,,,,,703561,,690384,701887,,,,587419,,,,,,,,,,,,,,,,,,,,,,,185476,321245,222755,,219128,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30714,102375,98205,92588,98891,99601,100263,94801,75722,61389,57427,58950,78411,,,,,,,
Upper middle income,,,,,,,,,,,,,,,,,6482681,5372240,4384719,3316850,3190815,3048133,3530961,4227189,5504785,7172346,8285627,9122805,7146108,4577098,4258563,3764073,3093796,2640558,2755082,2831766,3569254,2796681,2648424,2907367,3040761,3250404,3204906,3178323,3170587,3041652,3177902,3207175,3150796,3341626,3473925,
Uruguay,,,,,,,,,,,,,,,21321,,,,,,,13585,10139,9098,11678,12658,13840,13577,,,,,,,,,,2458,96,,,,,,4344,,,,,1436,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104076,,,,,,,,334205,,214356,36772,,64864,123016,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78195,63214,66429,54415,46044,28774,17288,2548,,,,,,,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,639,,305,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,
Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191958,149703,113447,51000,80443,78485,95435,93267,67799,105580,75079,66370,68139,53295,68989,106131,108798,143953,166336,,,,
British Virgin Islands,,,,,,,,,,,,,,131,101,,,,,,,,,,,,,,,35,230,161,,,,86,129,,,,44,,93,57,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,1461,,,,,,,,3074,,,,,,,,,,262,,,,,352,,,,,,,,,,,1797,,,,884,703,
World,48340932,49130340,48625632,46169032,46061964,45209084,44554544,44294500,45905516,45341656,43147508,42035148,41578848,41542060,41743400,41234428,40433956,40406696,39330424,38484240,39280656,39591276,41226504,42259132,43499832,45229088,47448544,48261952,46456168,44138476,41880400,40415860,39144940,37243124,34502844,32073240,31587476,27024730,27426988,28775978,28822968,29592204,28286754,27424896,28902888,29702852,29042490,29304460,28162752,29018332,30290220,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,1149,,,,979,1151,,,,,,,,,,,,,,,,,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456591,,,,288102,248014,234203,,,289754,,180503,,137297,135798,,,218703,,,,,
South Africa,656359,,,,,,,,,,,,,,,,,,,,,506809,,,438709,421243,,,426774,381505,402599,380927,339451,276109,235869,227722,,,,,,,,,,,,369093,458946,463709,,
Zambia,,,81040,,,,85213,90058,101778,111154,117053,122444,128439,122965,119501,,122943,,151541,,,,,,228404,249941,,,292423,310141,320993,333791,307780,,189378,107677,137847,99458,,155845,201558,158820,150988,189405,,,,281430,,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197054,156074,126636,87655,114938,123772,,,,,,,,,,,,180271,176142,224290,229097,235214,214585,
